,clust,Award?,Balance,Qual_miles,Bonus_miles,Bonus_trans,Flight_miles_12mo,Flight_trans_12,Days_since_enroll
1777,0,0,171946,0,19198,28,0,0,4397
1778,1,0,15737,0,220,3,0,0,4404
1779,0,0,77814,0,14786,11,0,0,4394
1780,0,0,53768,0,4798,16,450,1,4387
1781,4,0,245731,0,34322,35,0,0,4385
1782,0,0,87366,0,18012,16,0,0,4380
1783,0,1,56461,0,40190,14,0,0,4359
1784,0,1,46855,0,8845,17,0,0,4379
1785,1,0,53027,0,0,0,0,0,4585
1786,4,0,96610,0,66298,22,0,0,4362
1787,1,0,61450,0,7927,10,0,0,4383
1788,1,0,18538,0,2200,3,0,0,4344
1789,0,1,28319,0,18449,13,0,0,4392
1790,0,0,107360,0,15641,15,0,0,4423
1791,0,0,32510,0,14568,13,0,0,4341
1792,1,0,9753,0,1235,3,0,0,4343
1793,1,0,13033,0,1625,6,0,0,4334
1794,1,1,17609,0,803,5,803,5,4317
1795,0,0,104052,0,6016,12,0,0,4331
1796,1,0,13878,0,0,0,0,0,4317
1797,1,0,7254,0,0,0,0,0,4323
1798,1,1,12560,0,1282,6,1282,6,4324
1799,0,0,94938,0,12999,21,0,0,4310
1800,0,1,86143,0,29652,11,500,1,4317
1801,0,1,138512,0,30130,15,50,1,4313
1802,0,1,66875,0,3206,17,0,0,4308
1803,0,0,96026,0,25670,19,0,0,4310
1804,1,0,31572,0,0,0,0,0,4299
1805,1,1,11834,0,0,0,0,0,4306
1806,0,1,23552,0,36165,11,0,0,4300
1807,1,0,66052,0,8380,8,0,0,4301
1808,0,1,55639,0,2750,15,0,0,4299
1809,1,0,68226,0,3147,8,200,2,4299
1810,4,1,37953,0,62571,28,0,0,4282
1811,1,0,17810,0,1375,4,0,0,4294
1812,0,0,21915,0,7000,33,0,0,4289
1813,1,0,32563,0,4200,3,200,1,4282
1814,0,0,49479,0,5500,24,100,1,4282
1815,0,1,23854,0,22498,18,250,3,4274
1816,1,1,60049,0,0,0,0,0,4278
1817,0,0,75112,0,35532,14,500,1,4271
1818,1,0,19787,0,2016,9,500,1,4258
1819,0,0,30664,0,21242,22,700,5,4268
1820,0,0,91716,0,6978,12,0,0,4267
1821,1,0,219174,0,4500,5,2000,4,4265
1822,0,1,16495,0,18779,11,0,0,4261
1823,0,0,25963,0,8183,25,0,0,4244
1824,1,1,1701,0,10,1,0,0,4260
1825,1,0,73852,0,0,0,0,0,4252
1826,1,0,12791,0,0,0,0,0,4246
1827,1,0,39020,0,1295,4,0,0,4246
1828,1,1,1076,0,11379,8,0,0,4233
1829,1,0,34443,1440,2125,10,0,0,4233
1830,1,0,4735,0,275,2,0,0,4257
1831,1,0,41279,967,3664,4,3164,3,4233
1832,1,0,4708,0,1000,1,0,0,4232
1833,0,1,63090,0,12059,20,350,3,4231
1834,0,0,156544,0,46593,13,0,0,4225
1835,1,0,12239,0,2912,5,0,0,4226
1836,0,0,101464,0,14610,13,0,0,4223
1837,0,0,55147,0,29219,13,0,0,4225
1838,0,0,59424,0,36600,23,1000,3,4211
1839,1,0,52084,0,4836,7,0,0,4222
1840,4,1,368535,0,146201,21,2600,6,4210
1841,4,0,116288,0,65073,18,0,0,4209
1842,0,1,114508,0,29960,22,1250,8,4226
1843,1,0,456509,0,500,1,500,1,4201
1844,1,0,19634,0,0,0,0,0,4198
1845,0,1,56258,0,38591,23,500,1,4197
1846,2,1,102373,0,67212,33,6600,14,4190
1847,1,0,20426,0,3993,7,3493,6,4194
1848,0,1,13034,0,60000,6,0,0,4169
1849,0,1,22455,0,38814,17,0,0,4175
1850,1,0,11604,0,95,2,0,0,4177
1851,0,1,72510,0,31469,12,0,0,4169
1852,1,0,33383,0,0,0,0,0,4163
1853,0,0,181200,0,7514,21,0,0,4159
1854,1,0,17500,0,17500,2,0,0,4167
1855,1,0,22751,0,4500,9,4500,9,4166
1856,1,0,12465,0,380,3,0,0,4162
1857,1,0,6316,0,0,0,0,0,4149
1858,0,1,66860,0,12667,20,980,5,4155
1859,1,0,975,0,350,3,0,0,4519
1860,4,1,197973,0,72345,14,1029,2,4155
1861,0,1,50909,0,14830,18,0,0,4135
1862,0,0,79500,0,21489,15,0,0,4146
1863,0,1,15875,0,24918,12,0,0,4141
1864,0,1,159109,0,19554,24,1557,6,4138
1865,1,0,12906,0,0,0,0,0,4124
1866,0,0,14155,0,3250,19,0,0,4134
1867,0,1,576,0,12082,14,0,0,4128
1868,0,1,48896,0,4081,12,3397,10,4139
1869,0,0,27669,0,3375,20,0,0,4127
1870,0,0,21708,0,12811,13,0,0,4100
1871,0,1,10643,0,40585,14,850,2,4107
1872,4,0,264685,0,57505,16,0,0,4112
1873,1,0,35433,0,1600,3,0,0,4113
1874,0,1,162369,0,41359,15,500,1,4113
1875,1,0,6206,0,375,3,0,0,4107
1876,4,0,226941,1000,44771,17,0,0,4099
1877,4,1,94544,0,111827,8,350,1,4105
1878,4,1,128302,0,132263,32,400,2,4103
1879,1,0,3664,0,0,0,0,0,4089
1880,1,0,56017,0,3905,6,1668,1,4086
1881,2,1,40835,0,50602,39,2250,10,4090
1882,1,1,24496,0,4000,3,500,1,4086
1883,0,0,36033,0,36033,13,0,0,4079
1884,1,0,12766,0,1900,4,400,2,4072
1885,2,1,147596,0,19175,19,16675,18,4076
1886,0,0,16489,0,4851,27,0,0,4064
1887,0,0,84516,0,22713,15,0,0,4063
1888,0,0,74147,0,8315,16,50,1,4064
1889,1,0,24887,0,0,0,0,0,4047
1890,0,0,56954,0,29409,32,0,0,4051
1891,1,0,8647,0,0,0,0,0,4036
1892,0,1,37114,0,21623,12,0,0,4040
1893,0,1,50715,0,39211,13,0,0,4051
1894,4,0,149305,0,49893,19,0,0,4030
1895,0,0,225665,0,4288,15,500,1,4048
1896,1,0,20534,0,589,7,0,0,4021
1897,1,0,3962,0,292,8,0,0,4027
1898,1,0,5112,0,0,0,0,0,4020
1899,4,1,67358,0,67027,34,500,1,4379
1900,1,0,11925,0,400,4,400,4,4015
1901,1,0,30300,0,2160,7,0,0,4002
1902,1,0,39139,0,710,4,0,0,3967
1903,1,0,52440,0,500,1,0,0,4026
1904,1,0,23329,0,6326,3,0,0,4008
1905,0,1,10679,0,13363,12,0,0,4001
1906,1,0,53487,0,0,0,0,0,3991
1907,3,1,355423,5009,20500,20,100,1,3963
1908,1,0,9052,0,280,2,0,0,3987
1909,0,0,129972,0,15081,18,500,1,3986
1910,4,0,283670,0,39260,39,200,1,3972
1911,2,1,189054,0,17900,25,7400,23,3985
1912,1,0,150312,0,1000,1,0,0,3967
1913,1,1,33517,0,1250,2,250,1,3978
1914,0,0,97750,0,12616,16,600,2,4074
1915,1,0,59035,0,245,4,0,0,3960
1916,0,0,132335,0,30273,14,0,0,3974
1917,4,1,82981,0,105325,44,1000,2,3964
1918,0,0,52139,0,16314,14,250,1,3965
1919,0,0,123313,0,31595,15,0,0,3959
1920,0,1,131755,909,37299,16,0,0,3952
1921,0,1,46440,0,5582,24,0,0,3952
1922,0,1,58970,0,13467,18,0,0,3946
1923,4,1,152367,0,43406,24,700,3,3938
1924,0,1,80534,0,20715,17,0,0,3949
1925,1,0,12184,0,1160,3,0,0,3939
1926,1,0,10355,0,6510,10,0,0,3918
1927,1,0,39947,0,1750,7,0,0,3922
1928,1,0,3082,0,0,0,0,0,3923
1929,0,0,37563,0,8142,14,0,0,3925
1930,4,1,145868,0,61068,18,10042,4,3925
1931,0,0,14231,0,4950,24,1700,5,3917
1932,0,0,87282,0,13480,10,0,0,3911
1933,1,0,11355,0,135,3,0,0,3916
1934,4,1,197239,0,53412,25,250,2,3914
1935,1,0,50586,0,0,0,0,0,3902
1936,0,1,54388,0,27516,14,0,0,3903
1937,0,0,30546,0,11304,14,0,0,3900
1938,1,0,24407,0,923,10,0,0,3910
1939,4,1,640169,0,82561,36,400,2,3895
1940,0,0,56213,0,3207,14,350,1,3900
1941,0,1,21944,0,29461,13,0,0,3900
1942,4,1,76552,0,150010,36,0,0,3894
1943,0,1,37244,0,38220,18,0,0,3890
1944,0,0,38439,0,3318,13,0,0,3886
1945,1,0,32160,0,1130,6,250,1,3883
1946,4,1,126873,0,95598,32,500,1,3880
1947,1,0,8000,0,2250,11,0,0,3879
1948,0,0,194906,0,23780,14,200,1,3880
1949,0,0,85751,0,26842,14,0,0,3711
1950,1,0,15676,0,0,0,0,0,3178
1951,0,1,55064,0,8041,13,0,0,3329
1952,1,0,40675,0,1413,9,0,0,2895
1953,1,0,7843,0,600,2,600,2,3557
1954,0,0,56896,0,34019,15,0,0,3696
1955,0,1,91935,0,17550,18,0,0,4216
1956,0,1,50496,0,13287,26,0,0,4610
1957,0,0,19896,2395,9866,11,0,0,4602
1958,0,1,156853,0,37625,14,0,0,4510
1959,1,0,65533,0,7595,10,0,0,4544
1960,0,1,223670,0,32709,13,2227,4,4230
1961,0,1,91813,0,8690,11,2000,4,3911
1962,1,0,12207,0,0,0,0,0,4565
1963,1,0,26421,0,1250,3,0,0,4593
1964,1,0,16176,0,0,0,0,0,4170
1965,1,1,44754,0,0,0,0,0,3648
1966,0,1,23827,0,8125,37,1000,2,4616
1967,1,0,93743,0,1210,7,650,5,4676
1968,1,1,4787,0,3125,8,500,1,4734
1969,0,0,179472,0,11289,15,0,0,4708
1970,0,0,73639,0,4709,10,2709,9,4341
1971,1,0,76077,0,500,4,0,0,4616
1972,1,0,66456,0,3500,4,1000,2,4679
1973,1,0,14273,0,0,0,0,0,4341
1974,4,1,134346,0,100210,18,0,0,4485
1975,1,1,37693,0,30546,7,0,0,4671
1976,0,0,11961,0,11961,10,0,0,4646
1977,4,1,63311,0,90181,34,950,6,4604
1978,1,0,20678,0,2155,8,0,0,3862
1979,1,0,5316,0,1134,4,0,0,4610
1980,1,1,86511,0,5000,6,2000,4,4625
1981,1,0,133831,0,100,1,100,1,4588
1982,1,0,30306,0,2500,1,0,0,4309
1983,0,0,95925,0,7337,22,350,2,4625
1984,3,0,35080,3867,0,0,0,0,4562
1985,1,0,14304,0,0,0,0,0,4600
1986,0,0,115385,0,5890,15,1250,7,4546
1987,0,1,66411,1000,34826,19,3001,9,4211
1988,1,0,6978,0,610,3,0,0,4349
1989,0,0,39909,0,2682,14,0,0,4470
1990,1,0,8767,0,6589,8,3892,6,4394
1991,1,1,25544,0,3271,7,0,0,4580
1992,0,0,166417,0,28607,11,0,0,4357
1993,0,0,69555,0,21957,16,250,1,4390
1994,1,0,2344,0,1478,10,0,0,4481
1995,0,0,8780,0,2750,15,0,0,4237
1996,1,0,111064,0,12700,7,2700,6,4547
1997,0,1,44654,0,48874,16,0,0,4530
1998,1,1,32678,0,0,0,0,0,4481
1999,4,1,327126,1452,97997,25,350,3,4440
2000,1,0,76387,0,3588,7,0,0,4442
2001,0,0,268097,0,26933,25,0,0,4105
2002,0,1,52195,0,35847,13,0,0,4476
2003,0,0,137778,0,19557,18,0,0,4599
2004,0,1,354807,0,6000,12,3500,11,4597
2005,1,0,3056,0,1200,3,0,0,4363
2006,0,0,101901,0,17898,22,100,1,4433
2007,1,0,34182,0,0,0,0,0,3967
2008,1,0,7371,0,1375,4,0,0,4505
2009,0,1,178733,0,26465,22,1800,4,4537
2010,0,0,87553,0,15681,14,0,0,4547
2011,1,1,14614,0,2275,3,0,0,4567
2012,4,0,91259,0,60609,12,0,0,4531
2013,1,0,23997,0,250,2,250,2,4204
2014,1,0,37202,0,15000,4,0,0,4511
2015,2,1,53232,888,80696,65,22100,45,3831
2016,0,0,54594,0,14402,14,0,0,4233
2017,1,0,57474,0,5535,7,0,0,4364
2018,0,1,20111,0,5653,12,0,0,4468
2019,0,1,45950,0,38921,22,750,2,4302
2020,1,1,67948,0,2750,5,650,3,4226
2021,4,0,216498,0,43083,24,2500,5,4440
2022,1,1,100649,0,4000,3,500,1,4457
2023,0,0,52713,0,16273,13,100,1,4449
2024,4,0,186892,0,63444,13,500,1,3732
2025,0,1,11690,0,17615,17,0,0,4417
2026,1,0,144697,0,2000,1,0,0,4420
2027,1,0,75179,0,1015,2,0,0,4118
2028,1,1,19850,0,500,1,500,1,4376
2029,0,0,96154,0,7052,15,0,0,4433
2030,0,0,55778,0,6500,12,500,1,3704
2031,0,0,36227,0,7230,14,0,0,3736
2032,1,0,93848,0,1600,4,1500,3,4475
2033,0,0,41153,0,28686,15,0,0,4404
2034,1,0,20789,0,0,0,0,0,4279
2035,3,0,121992,6057,3200,4,600,2,4257
2036,0,0,37911,0,2250,11,0,0,4385
2037,0,0,233656,0,41941,14,500,1,4266
2038,1,1,41133,0,635,3,0,0,4419
2039,0,1,60864,0,23364,19,50,1,4436
2040,1,0,90526,0,2000,9,0,0,4488
2041,1,0,15148,0,15148,3,0,0,269
2042,1,0,5393,0,0,0,0,0,4517
2043,1,1,434,0,15530,5,0,0,3628
2044,0,0,81055,0,14344,14,0,0,4610
2045,1,0,31360,0,821,7,0,0,4488
2046,0,1,156885,0,38601,19,0,0,4534
2047,0,1,4148,0,13504,18,0,0,4607
2048,0,0,63820,0,13981,15,0,0,4608
2049,0,1,379744,2081,19191,17,1850,11,4608
2050,1,1,76659,0,0,0,0,0,4608
2051,0,1,40724,0,29481,14,0,0,4007
2052,0,1,146173,0,13871,17,0,0,4414
2053,1,0,26055,0,647,9,0,0,4464
2054,1,0,68,0,590,1,0,0,3937
2055,0,0,50001,0,4853,12,0,0,4023
2056,0,1,122506,0,21022,13,0,0,4408
2057,0,0,126886,0,9120,17,0,0,4044
2058,2,0,42342,0,11408,23,11408,23,4331
2059,0,1,58898,0,23050,15,50,1,4328
2060,1,0,45735,0,10085,3,0,0,4239
2061,0,0,77225,0,30646,15,0,0,4282
2062,1,1,59874,0,0,0,0,0,3986
2063,1,1,30868,0,405,3,0,0,4226
2064,1,0,34257,0,2010,4,0,0,4309
2065,0,0,42639,0,7366,12,0,0,4181
2066,1,1,771,0,40256,4,0,0,4203
2067,1,0,89708,0,8000,4,0,0,3173
2068,0,1,75892,0,8738,15,0,0,4160
2069,4,1,140918,0,69760,32,0,0,3883
2070,4,0,475338,0,39680,22,700,4,3355
2071,1,0,14426,0,0,0,0,0,4096
2072,0,1,29559,0,28969,16,0,0,4236
2073,0,0,113113,0,10736,13,0,0,4307
2074,0,1,73027,0,34002,19,0,0,4063
2075,1,0,17386,0,0,0,0,0,3771
2076,1,0,9310,0,500,1,500,1,4272
2077,1,0,11023,0,0,0,0,0,4328
2078,0,1,55406,0,38118,18,500,1,4310
2079,1,0,47638,0,0,0,0,0,3739
2080,1,1,30040,0,8636,8,500,1,3873
2081,1,0,24787,0,1000,1,0,0,3930
2082,1,0,40758,0,3500,4,1000,2,4299
2083,1,1,726,0,0,0,0,0,4268
2084,1,0,40686,0,260,2,0,0,4177
2085,0,0,16626,0,2500,13,0,0,4329
2086,1,0,18944,0,300,3,300,3,3932
2087,4,1,114949,0,87136,24,600,2,4294
2088,1,0,32522,0,5971,4,471,2,4042
2089,1,0,86533,0,3700,4,700,2,3600
2090,0,0,166470,0,9574,16,0,0,4194
2091,1,1,10797,0,0,0,0,0,3581
2092,0,0,131618,0,46473,16,0,0,4274
2093,1,1,77523,1112,11050,5,1000,2,4274
2094,0,1,47905,0,14575,16,2000,4,4245
2095,1,0,28695,0,0,0,0,0,4173
2096,1,0,15253,0,5427,8,0,0,4373
2097,0,1,193818,0,16327,13,0,0,3768
2098,1,0,30556,0,950,5,550,3,4361
2099,1,0,22678,0,2125,7,0,0,4068
2100,0,0,89430,0,24314,18,0,0,1547
2101,0,1,26522,0,18479,13,0,0,4358
2102,1,0,59913,0,2210,5,150,1,3481
2103,1,0,16516,0,500,1,0,0,4275
2104,0,0,49050,0,18436,16,0,0,2426
2105,4,1,27981,0,63004,17,0,0,2921
2106,1,1,4939,0,1000,1,0,0,2515
2107,1,1,26077,0,6768,4,0,0,3487
2108,1,0,110893,0,4653,6,0,0,3645
2109,1,0,56455,0,6000,3,0,0,4218
2110,1,0,32699,0,1500,2,500,1,3167
2111,1,0,109790,0,16108,4,0,0,3123
2112,4,1,166681,0,107645,25,0,0,3287
2113,1,1,145233,0,9366,5,4866,3,2626
2114,1,1,1054,0,15147,3,0,0,3133
2115,0,0,27532,0,4639,13,0,0,3939
2116,0,0,62464,0,5675,16,500,1,3820
2117,1,0,4041,0,0,0,0,0,3344
2118,0,1,28138,0,6330,29,0,0,3847
2119,1,0,33010,0,0,0,0,0,3915
2120,1,0,45687,0,45,2,0,0,2269
2121,1,1,12981,0,0,0,0,0,4246
2122,1,1,168246,1514,4600,4,100,2,4103
2123,0,0,75505,0,30850,17,500,1,4007
2124,0,0,55591,0,8817,13,0,0,3693
2125,4,1,37358,0,50488,19,0,0,3967
2126,0,0,33803,0,6100,34,0,0,4079
2127,1,0,2500,0,2500,1,0,0,3717
2128,0,0,140527,0,3500,14,0,0,4023
2129,1,0,5360,0,0,0,0,0,4392
2130,0,1,124430,0,15523,17,1200,8,4054
2131,4,0,240007,0,46771,14,0,0,4048
2132,0,0,245021,0,13639,15,180,1,3984
2133,4,1,53518,0,73933,30,400,1,3930
2134,1,1,122545,0,269,4,250,1,3834
2135,1,0,192889,0,10500,5,0,0,4096
2136,4,0,227776,0,47286,19,2276,5,3980
2137,0,1,37833,0,48172,15,500,1,3551
2138,1,0,48256,0,9690,2,0,0,3979
2139,0,0,99704,2704,15750,12,0,0,4106
2140,1,0,394999,0,4150,5,150,3,3599
2141,1,0,82497,0,0,0,0,0,3565
2142,3,0,15326,7663,0,0,0,0,4140
2143,1,0,32619,0,1070,7,0,0,3846
2144,0,0,57017,0,2495,11,0,0,3854
2145,0,0,252741,0,29296,19,635,3,4189
2146,0,0,49375,0,23628,14,0,0,3797
2147,1,1,25341,0,38,4,0,0,3995
2148,0,0,45150,0,18907,13,0,0,4141
2149,1,0,187462,0,10500,5,500,4,3953
2150,0,0,19132,0,9124,17,0,0,3915
2151,2,1,196967,0,38490,37,9550,20,4008
2152,1,0,13040,0,500,1,0,0,3972
2153,0,0,184301,0,6454,13,3954,12,4010
2154,1,0,36294,0,0,0,0,0,3956
2155,0,0,89840,0,7048,14,0,0,3819
2156,1,1,6914,0,1500,1,0,0,3915
2157,0,1,28493,0,21845,22,300,1,3932
2158,1,0,111793,0,500,1,0,0,4057
2159,1,0,18700,0,870,2,0,0,3995
2160,1,0,53957,0,7000,4,500,1,4133
2161,1,1,135770,0,4700,5,200,3,4215
2162,0,1,189784,0,35464,18,2197,4,4190
2163,0,0,60076,0,45582,9,0,0,3935
2164,1,0,3522,0,3522,4,0,0,3916
2165,1,0,36736,0,0,0,0,0,4134
2166,4,1,100634,0,69669,28,1540,12,4193
2167,0,1,88918,0,5537,14,0,0,4180
2168,0,0,245045,0,25039,16,500,1,4173
2169,4,1,37948,0,19213,43,0,0,3914
2170,1,0,81552,0,7703,8,0,0,3855
2171,0,1,118067,0,8715,12,0,0,3718
2172,0,0,268314,0,29968,14,500,1,3869
2173,4,1,135488,0,57787,16,0,0,4117
2174,0,0,68243,0,10012,22,903,3,3888
2175,3,1,56693,3953,20454,11,0,0,3893
2176,1,1,194875,0,7550,6,1050,3,3831
2177,0,0,206155,0,28447,17,0,0,3848
2178,0,0,35425,0,4125,19,0,0,3834
2179,2,0,161579,0,7688,21,5688,20,3811
2180,1,1,11314,1000,741,4,0,0,3845
2181,4,0,119531,0,60503,43,250,1,4002
2182,1,1,48433,0,4300,5,800,3,3673
2183,0,0,10872,0,4500,27,0,0,3882
2184,0,0,109268,0,7401,17,750,1,4034
2185,0,0,105160,0,20458,21,0,0,3732
2186,0,1,90919,0,44430,17,0,0,3739
2187,1,1,50230,0,4149,9,800,4,3727
2188,0,0,74538,0,18835,21,0,0,2726
2189,1,1,4606,0,4320,6,0,0,3501
2190,0,0,61617,0,23495,13,0,0,3972
2191,1,0,15275,0,75,2,0,0,2761
2192,1,0,112891,0,500,1,500,1,3909
2193,1,1,41176,0,7624,7,2624,4,3729
2194,1,1,81251,0,19500,6,0,0,3958
2195,1,0,18142,0,220,4,0,0,3638
2196,0,1,16200,0,40455,17,0,0,3840
2197,1,0,8913,0,2050,10,50,1,3630
2198,0,1,14372,0,9042,13,0,0,3557
2199,4,1,77965,0,41126,33,2683,7,3120
2200,0,0,12271,500,7684,15,1000,2,4219
2201,0,1,49874,0,39976,13,0,0,4293
2202,1,1,35445,0,3379,9,0,0,4198
2203,1,0,91755,0,5026,8,751,3,2676
2204,0,1,33753,0,14961,14,500,1,3335
2205,0,0,53750,0,23135,14,0,0,3736
2206,1,1,110132,0,19000,5,0,0,3271
2207,1,0,12221,0,511,4,0,0,3692
2208,1,0,65519,0,0,0,0,0,4150
2209,1,1,47291,0,1350,4,350,3,2336
2210,0,0,124564,0,11026,13,0,0,3840
2211,0,1,24111,0,9374,16,0,0,3802
2212,0,1,35801,0,3337,13,0,0,3743
2213,1,1,150972,0,2700,3,700,2,3645
2214,0,1,292023,0,14125,12,3250,7,3683
2215,1,0,47090,0,0,0,0,0,3726
2216,1,1,1300,0,454,11,0,0,3691
2217,2,1,109103,2370,19600,27,7600,24,3739
2218,0,1,101057,0,13650,11,2150,9,3600
2219,1,0,20900,0,1000,1,0,0,3685
2220,1,0,46607,0,0,0,0,0,3727
2221,1,0,33017,0,1069,7,250,1,3814
2222,0,1,30729,0,16456,15,0,0,3795
2223,1,0,35546,0,3376,10,0,0,3739
2224,1,0,7845,0,265,3,0,0,3508
2225,0,1,25788,0,4650,13,4650,13,3687
2226,1,1,13543,0,1443,7,423,2,3811
2227,1,0,16618,0,897,5,0,0,3620
2228,1,0,11548,0,1634,7,0,0,3837
2229,0,0,22181,0,6245,15,0,0,3656
2230,0,0,222312,0,29039,17,0,0,3721
2231,0,0,25080,0,2060,12,0,0,3795
2232,0,1,17964,0,5030,23,0,0,3783
2233,0,0,155385,0,15267,12,0,0,3624
2234,1,0,3977,0,0,0,0,0,3593
2235,1,0,14620,0,0,0,0,0,2833
2236,1,0,46882,0,0,0,0,0,3701
2237,1,0,3350,0,65,3,0,0,3540
2238,1,0,3049,0,0,0,0,0,3613
2239,1,0,32377,0,250,2,250,2,3515
2240,1,1,9396,0,860,5,350,2,3588
2241,0,1,102669,0,6760,14,306,2,3265
2242,1,1,26745,0,17547,9,0,0,3664
2243,0,1,120576,0,36635,14,0,0,3823
2244,1,0,7658,0,300,1,0,0,3231
2245,1,1,11136,0,100,1,0,0,3571
2246,4,0,168778,0,57060,20,500,1,3326
2247,0,0,124979,0,14267,14,0,0,3720
2248,1,0,35659,0,1102,9,0,0,3533
2249,0,0,55996,867,12165,14,0,0,3582
2250,2,1,65904,0,47224,35,5350,18,3655
2251,4,0,125679,0,68151,27,650,1,3683
2252,4,0,235312,0,56685,16,0,0,3476
2253,0,0,64414,0,1952,12,0,0,2395
2254,0,1,34204,0,16862,9,1700,5,3596
2255,1,0,22384,0,0,0,0,0,3676
2256,1,0,13381,0,1150,2,150,1,3312
2257,1,1,10959,0,500,1,0,0,3469
2258,1,0,28607,0,5943,5,0,0,2895
2259,1,0,30686,0,6161,2,0,0,3596
2260,1,0,8260,0,700,2,0,0,3673
2261,0,0,61584,0,27937,14,0,0,3783
2262,0,0,141594,0,30565,16,0,0,3776
2263,1,1,114549,0,5000,4,1000,2,3760
2264,0,1,64153,0,23563,19,0,0,3575
2265,1,0,10000,0,790,3,0,0,3564
2266,1,1,21839,0,853,3,119,1,3638
2267,3,1,182704,5513,5850,12,3100,10,3820
2268,0,0,92551,0,13755,13,500,1,3895
2269,0,1,49353,0,34656,14,0,0,3540
2270,1,1,21843,0,1411,9,0,0,3177
2271,1,0,34072,0,500,1,0,0,3879
2272,0,1,72962,0,28055,16,0,0,3869
2273,0,0,99502,0,19678,28,600,2,4182
2274,0,1,13250,0,17778,14,0,0,3861
2275,4,0,98232,0,56687,14,500,1,3867
2276,4,1,98895,0,89709,17,500,1,3854
2277,1,1,119340,1000,400,5,400,5,3855
2278,0,0,30171,0,15370,13,0,0,3853
2279,0,0,105957,0,4881,12,0,0,3859
2280,1,0,22548,0,3225,9,0,0,3852
2281,0,1,89761,0,11965,13,0,0,3845
2282,1,0,65263,0,22500,4,0,0,3844
2283,4,0,128456,0,70125,28,0,0,3764
2284,0,0,35203,0,1800,16,1800,16,3832
2285,1,0,62023,0,750,4,550,1,3819
2286,1,0,44197,0,2500,1,0,0,3831
2287,0,0,104245,0,45589,14,0,0,3810
2288,4,0,252520,0,43392,17,500,1,3818
2289,1,0,85496,0,2799,7,2711,6,3820
2290,1,1,49874,0,7200,9,1700,4,3817
2291,0,0,109649,0,22136,13,0,0,3812
2292,0,1,34379,0,13051,20,150,1,3805
2293,0,1,56688,0,3550,10,1050,9,3812
2294,0,1,48970,0,30872,14,0,0,3817
2295,4,1,70789,0,76661,29,150,1,3810
2296,1,0,24277,0,5330,5,0,0,3796
2297,0,1,20308,0,19526,13,0,0,3797
2298,0,0,111041,0,10252,12,0,0,3875
2299,0,0,27904,0,6622,17,0,0,3793
2300,0,0,128620,0,7747,12,0,0,3789
2301,0,1,65340,2454,33795,11,500,1,3775
2302,0,0,27135,0,4908,11,0,0,3783
2303,1,0,32898,0,1000,1,0,0,3777
2304,0,0,196922,0,40170,18,0,0,3755
2305,0,0,196175,0,33886,13,0,0,3775
2306,1,0,11457,0,705,3,0,0,3767
2307,0,0,175344,0,40152,19,0,0,3770
2308,4,1,5154,0,54657,28,0,0,3769
2309,0,1,13232,0,8668,16,0,0,3753
2310,1,1,88232,0,11550,5,550,3,3729
2311,0,1,75526,0,46421,14,0,0,3712
2312,1,0,53935,0,0,0,0,0,3743
2313,1,0,18402,0,0,0,0,0,3746
2314,1,0,24784,0,100,1,0,0,3729
2315,0,0,62903,0,16434,13,0,0,3732
2316,0,1,80272,0,34744,14,550,2,3728
2317,0,0,10458,0,10458,12,0,0,3726
2318,0,1,188184,0,32170,13,0,0,3707
2319,0,0,83524,0,43152,18,0,0,3694
2320,1,0,10794,0,0,0,0,0,3712
2321,0,0,49807,0,6393,20,0,0,3718
2322,0,1,18266,0,12254,15,0,0,3713
2323,0,0,87851,0,28969,17,0,0,4026
2324,1,0,32991,0,1230,6,0,0,3693
2325,1,0,28677,0,215,3,0,0,3699
2326,0,0,103809,0,16776,14,0,0,3699
2327,1,1,417,0,3000,1,0,0,3670
2328,0,1,8859,0,11998,13,0,0,3690
2329,0,0,26896,0,5364,15,0,0,3685
2330,1,0,16986,0,0,0,0,0,3676
2331,0,1,25530,0,25131,17,0,0,3677
2332,0,0,77067,0,40129,15,0,0,3671
2333,1,0,6350,0,0,0,0,0,3657
2334,4,1,76118,0,79154,41,1992,2,3621
2335,0,0,40420,0,8649,14,0,0,3651
2336,0,1,30178,0,14422,15,0,0,3656
2337,1,0,15088,0,0,0,0,0,3650
2338,0,1,138020,0,16449,17,500,1,3637
2339,0,1,27310,0,15537,16,500,1,3623
2340,0,0,109131,0,17481,17,150,1,3622
2341,0,1,35356,0,18520,15,300,1,3637
2342,1,0,33466,0,355,3,0,0,3592
2343,4,0,350608,0,50988,26,2643,5,3630
2344,1,1,42107,888,3600,4,1000,2,3607
2345,0,1,74796,0,19710,15,400,1,3616
2346,0,1,26129,0,20265,17,0,0,3629
2347,1,0,30893,0,0,0,0,0,3623
2348,1,0,9445,0,1000,2,1000,2,3613
2349,1,0,52965,0,500,1,0,0,3606
2350,0,1,19516,0,17696,16,0,0,3593
2351,4,0,106378,0,56007,14,0,0,3607
2352,0,1,22201,0,51278,16,350,1,3602
2353,0,0,73378,0,13607,14,0,0,3599
2354,1,0,50193,0,12263,3,0,0,3596
2355,0,0,165144,0,24156,14,0,0,3581
2356,1,0,53556,0,0,0,0,0,3575
2357,0,1,18387,0,40560,19,800,2,3588
2358,0,1,28577,0,48564,14,0,0,3586
