,clust,Total Revenue,Quarter,Referred a Friend,Number of Referrals,Tenure in Months,Offer,Phone Service,Avg Monthly Long Distance Charges,Multiple Lines,Internet Type,Avg Monthly GB Download,Online Security,Online Backup,Device Protection Plan,Premium Tech Support,Streaming TV,Streaming Movies,Streaming Music,Unlimited Data,Contract,Paperless Billing,Payment Method,Monthly Charge,Total Charges,Total Long Distance Charges
4835,3,488.67999999999995,Q3,No,0.0,7,Offer E,Yes,30.04,No,DSL,6.0,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card,43.9,278.4,210.28
4836,4,6505.73,Q3,No,0.0,63,None,Yes,9.21,Yes,Fiber Optic,28.0,No,Yes,No,No,No,Yes,Yes,No,One Year,No,Credit Card,90.45,5825.5,580.23
4837,4,5220.37,Q3,No,0.0,53,None,Yes,14.54,Yes,Cable,18.0,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,84.6,4449.75,770.62
4838,4,2084.92,Q3,No,0.0,21,Offer D,Yes,6.12,No,Fiber Optic,51.0,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,99.15,1956.4,128.52
4839,2,751.07,Q3,No,0.0,17,Offer D,Yes,25.91,No,None,0.0,No,No,No,No,No,No,No,No,One Year,No,Credit Card,19.95,310.6,440.47
4840,2,726.39,Q3,Yes,3.0,16,Offer D,Yes,27.24,No,None,0.0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,20.5,290.55,435.84
4841,3,2171.35,Q3,No,0.0,35,None,Yes,2.15,No,DSL,7.0,No,No,Yes,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,62.1,2096.1,75.25
4842,2,987.5999999999999,Q3,Yes,7.5,28,None,Yes,15.85,No,None,0.0,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,19.55,543.8,443.8
4843,2,50.21,Q3,No,0.0,1,Offer E,Yes,29.86,No,None,0.0,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Credit Card,20.35,20.35,29.86
4844,3,3005.8,Q3,No,0.0,59,None,No,0.0,No,DSL,7.0,No,No,No,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,51.7,3005.8,0.0
4845,2,2929.23,Q3,Yes,6.0,72,None,Yes,18.14,Yes,None,0.0,No,No,No,No,No,No,No,No,One Year,Yes,Bank Withdrawal,23.3,1623.15,1306.08
4846,3,3048.4,Q3,No,0.0,40,None,Yes,11.56,No,DSL,26.0,Yes,Yes,No,No,Yes,No,No,Yes,Month-to-Month,No,Credit Card,65.1,2586.0,462.40000000000003
4847,0,3433.1000000000004,Q3,Yes,4.0,40,None,Yes,3.52,Yes,Fiber Optic,56.0,No,No,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,81.2,3292.3,140.8
4848,1,7331.26,Q3,Yes,7.5,63,None,Yes,42.17,No,DSL,63.0,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Two Year,No,Credit Card,74.5,4674.55,2656.71
4849,0,312.93,Q3,No,0.0,3,None,Yes,26.86,No,Fiber Optic,5.0,No,No,No,No,Yes,No,No,No,Month-to-Month,Yes,Bank Withdrawal,80.5,232.35,80.58
4850,3,2448.5,Q3,Yes,3.0,40,None,No,0.0,No,DSL,26.0,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,One Year,No,Credit Card,60.3,2448.5,0.0
4851,0,823.46,Q3,Yes,7.5,8,Offer E,Yes,20.67,No,Fiber Optic,18.0,Yes,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,75.0,658.1,165.36
4852,4,888.22,Q3,Yes,4.0,9,Offer E,Yes,26.03,Yes,Cable,59.0,No,Yes,Yes,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,69.05,653.95,234.27
4853,3,2776.27,Q3,Yes,6.0,31,None,Yes,30.67,Yes,DSL,59.0,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,59.7,1825.5,950.7700000000001
4854,2,2348.1,Q3,Yes,1.0,50,None,Yes,28.1,No,None,0.0,No,No,No,No,No,No,No,No,One Year,Yes,Bank Withdrawal,19.85,943.1,1405.0
4855,3,379.4,Q3,No,0.0,9,Offer E,No,0.0,No,DSL,21.0,No,Yes,No,No,No,Yes,Yes,No,Month-to-Month,No,Bank Withdrawal,40.75,359.4,0.0
4856,4,2433.6,Q3,Yes,7.0,25,None,Yes,3.81,No,Fiber Optic,8.0,No,No,No,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,95.7,2338.35,95.25
4857,1,4000.55,Q3,Yes,7.5,45,Offer B,Yes,10.21,Yes,DSL,11.0,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Month-to-Month,No,Credit Card,81.3,3541.1,459.45000000000005
4858,2,2808.75,Q3,Yes,4.0,55,Offer B,Yes,31.3,No,None,0.0,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,20.0,1087.25,1721.5
4859,3,3287.7200000000003,Q3,No,0.0,38,None,Yes,20.14,Yes,DSL,13.0,Yes,Yes,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,66.15,2522.4,765.32
4860,2,1635.38,Q3,Yes,3.0,38,None,Yes,24.16,No,None,0.0,No,No,No,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,19.6,717.3,918.08
4861,3,1970.46,Q3,No,0.0,34,None,Yes,4.89,No,Cable,27.0,No,Yes,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,49.8,1734.2,166.26
4862,4,8460.9,Q3,No,0.0,70,None,Yes,19.88,Yes,Fiber Optic,26.0,No,No,Yes,No,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,101.75,7069.3,1391.6
4863,3,1349.74,Q3,No,0.0,13,Offer D,Yes,46.68,No,DSL,59.0,Yes,No,No,Yes,No,No,Yes,Yes,One Year,No,Credit Card,55.15,742.9,606.84
4864,4,7364.84,Q3,No,0.0,61,Offer B,Yes,15.44,Yes,Fiber Optic,30.0,No,Yes,Yes,No,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,103.95,6423.0,941.8399999999999
4865,4,5107.59,Q3,No,0.0,41,Offer B,Yes,21.64,No,Fiber Optic,59.0,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,99.65,4220.35,887.24
4866,0,2158.04,Q3,No,0.0,21,Offer D,Yes,28.54,Yes,Fiber Optic,42.0,No,No,No,No,No,No,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,73.7,1558.7,599.34
4867,1,4175.5,Q3,Yes,7.0,69,None,No,0.0,No,DSL,59.0,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Two Year,No,Bank Withdrawal,60.25,4055.5,0.0
4868,3,4382.95,Q3,Yes,1.0,47,Offer B,Yes,39.25,Yes,DSL,26.0,No,Yes,No,No,No,No,Yes,Yes,Month-to-Month,No,Bank Withdrawal,54.25,2538.2,1844.75
4869,1,8730.56,Q3,No,0.0,72,None,Yes,36.13,No,Cable,21.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,85.3,6129.2,2601.36
4870,1,9939.97,Q3,Yes,2.0,72,None,Yes,45.66,Yes,DSL,47.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Credit Card,90.95,6652.45,2871.9325
4871,2,2686.71,Q3,Yes,7.5,71,None,Yes,18.41,No,None,0.0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,19.85,1379.6,1307.11
4872,3,1320.54,Q3,No,0.0,23,Offer D,Yes,1.58,No,DSL,47.0,No,Yes,No,Yes,No,No,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,55.3,1284.2,36.34
4873,2,626.55,Q3,No,0.0,16,Offer D,Yes,20.65,No,None,0.0,No,No,No,No,No,No,No,No,One Year,No,Credit Card,20.1,296.15,330.4
4874,3,963.12,Q3,No,0.0,9,None,Yes,34.43,No,DSL,51.0,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Month-to-Month,Yes,Credit Card,69.5,653.25,309.87
4875,2,1181.68,Q3,Yes,7.5,17,Offer D,Yes,45.24,Yes,None,0.0,No,No,No,No,No,No,No,No,Two Year,Yes,Credit Card,25.15,412.6,769.08
4876,0,3007.02,Q3,Yes,2.0,24,None,Yes,44.93,Yes,Fiber Optic,63.0,No,No,Yes,No,No,No,Yes,Yes,Month-to-Month,Yes,Credit Card,79.65,1928.7,1078.32
4877,2,2397.26,Q3,Yes,7.5,72,None,Yes,8.98,Yes,None,0.0,No,No,No,No,No,No,No,No,Two Year,No,Bank Withdrawal,24.55,1750.7,646.5600000000001
4878,2,709.88,Q3,No,0.0,11,Offer D,Yes,44.88,No,None,0.0,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,19.7,216.2,493.68
4879,1,4089.8900000000003,Q3,No,0.0,49,Offer B,Yes,7.51,No,DSL,13.0,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,74.45,3721.9,367.99
4880,2,3441.17,Q3,Yes,5.0,53,Offer B,Yes,46.24,No,None,0.0,No,No,No,No,No,No,No,No,One Year,No,Credit Card,19.05,990.45,2450.7200000000003
4881,2,2952.4,Q3,No,0.0,39,None,Yes,49.95,Yes,None,0.0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,25.0,1004.35,1948.0500000000002
4882,2,439.16999999999996,Q3,No,0.0,9,Offer E,Yes,31.28,No,None,0.0,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,19.05,157.65,281.52
4883,0,4589.82,Q3,No,0.0,39,None,Yes,35.13,No,Fiber Optic,29.0,No,No,Yes,Yes,No,No,No,Yes,One Year,No,Bank Withdrawal,81.9,3219.75,1370.0700000000002
4884,4,5569.75,Q3,Yes,4.0,51,Offer B,Yes,19.9,Yes,Fiber Optic,59.0,No,No,Yes,No,No,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,90.15,4554.85,1014.9
4885,2,2500.75,Q3,Yes,2.0,71,None,Yes,9.2,Yes,None,0.0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,25.35,1847.55,653.1999999999999
4886,1,2193.2,Q3,Yes,5.0,38,None,No,0.0,No,Cable,25.0,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,60.0,2193.2,0.0
4887,4,3360.02,Q3,Yes,7.0,28,None,Yes,33.09,No,Fiber Optic,19.0,No,Yes,Yes,No,No,Yes,Yes,Yes,Month-to-Month,No,Credit Card,89.9,2433.5,926.5200000000001
4888,2,1036.35,Q3,Yes,1.0,32,None,Yes,12.35,No,None,0.0,No,No,No,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,19.4,641.15,395.2
4889,2,2515.01,Q3,Yes,5.0,37,None,Yes,44.68,Yes,None,0.0,No,No,No,No,No,No,No,No,Two Year,Yes,Bank Withdrawal,24.1,861.85,1653.16
4890,3,712.6,Q3,No,0.0,10,Offer D,Yes,12.96,No,DSL,29.0,No,No,Yes,Yes,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,54.25,583.0,129.60000000000002
4891,4,8882.11,Q3,Yes,1.0,67,None,Yes,23.13,Yes,Fiber Optic,24.0,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,One Year,No,Credit Card,109.9,7332.4,1549.71
4892,3,249.55,Q3,No,0.0,7,Offer E,No,0.0,No,DSL,48.0,No,No,Yes,Yes,No,No,No,Yes,One Year,Yes,Credit Card,35.5,249.55,0.0
4893,4,5208.7699999999995,Q3,No,0.0,51,Offer B,Yes,14.37,No,Fiber Optic,7.0,No,No,No,No,Yes,Yes,Yes,Yes,One Year,No,Credit Card,87.55,4475.9,732.87
4894,0,1107.65,Q3,No,0.0,9,Offer E,Yes,35.45,No,Fiber Optic,52.0,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,88.4,788.6,319.05
4895,3,209.82000000000002,Q3,No,0.0,4,Offer E,Yes,1.88,No,DSL,21.0,No,No,No,Yes,No,No,No,Yes,Month-to-Month,Yes,Credit Card,50.8,202.3,7.52
4896,1,10162.86,Q3,Yes,5.0,71,None,Yes,44.06,Yes,Fiber Optic,6.0,Yes,Yes,Yes,No,Yes,No,No,No,Two Year,Yes,Bank Withdrawal,99.0,6994.6,2871.9325
4897,3,1507.01,Q3,Yes,7.5,22,Offer D,Yes,6.03,No,DSL,51.0,Yes,No,No,No,Yes,No,No,Yes,One Year,Yes,Bank Withdrawal,59.75,1374.35,132.66
4898,4,6870.95,Q3,No,0.0,44,Offer B,Yes,44.45,Yes,Fiber Optic,19.0,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,111.5,4915.15,1955.8000000000002
4899,2,1167.51,Q3,Yes,2.0,33,None,Yes,9.97,Yes,None,0.0,No,No,No,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,24.25,838.5,329.01000000000005
4900,2,29.060000000000002,Q3,No,0.0,1,None,Yes,8.56,No,None,0.0,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,20.5,20.5,8.56
4901,3,3017.05,Q3,No,0.0,30,None,Yes,32.41,No,Cable,22.0,Yes,Yes,No,Yes,Yes,No,No,Yes,One Year,No,Bank Withdrawal,70.4,2044.75,972.3
4902,3,70.55,Q3,No,0.0,1,None,No,0.0,No,DSL,9.0,No,No,No,Yes,No,No,No,No,Month-to-Month,No,Credit Card,30.55,30.55,0.0
4903,1,1544.81,Q3,Yes,5.0,16,Offer D,Yes,9.16,Yes,DSL,59.0,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,84.9,1398.25,146.56
4904,3,7208.92,Q3,Yes,5.0,71,None,Yes,48.32,No,DSL,59.0,Yes,No,No,Yes,No,No,No,Yes,Two Year,No,Bank Withdrawal,54.5,3778.2,2871.9325
4905,0,4006.78,Q3,No,0.0,43,Offer B,Yes,19.66,Yes,Fiber Optic,28.0,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,75.35,3161.4,845.38
4906,3,2188.45,Q3,Yes,3.0,50,Offer B,No,0.0,No,DSL,63.0,Yes,No,No,Yes,Yes,No,No,Yes,One Year,Yes,Bank Withdrawal,44.45,2188.45,0.0
4907,4,5187.389999999999,Q3,No,0.0,41,Offer B,Yes,29.19,Yes,Fiber Optic,4.0,No,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,98.05,3990.6,1196.79
4908,3,4319.0,Q3,Yes,4.0,40,Offer B,Yes,42.1,Yes,DSL,52.0,No,Yes,No,No,Yes,No,No,Yes,One Year,No,Bank Withdrawal,63.9,2635.0,1684.0
4909,3,307.84000000000003,Q3,Yes,3.0,3,None,Yes,24.28,Yes,DSL,63.0,No,Yes,Yes,No,Yes,No,No,No,Month-to-Month,Yes,Bank Withdrawal,69.15,235.0,72.84
4910,3,3723.51,Q3,No,0.0,37,None,Yes,37.18,Yes,Cable,9.0,Yes,No,No,No,Yes,No,No,Yes,One Year,No,Bank Withdrawal,64.65,2347.85,1375.66
4911,4,3858.88,Q3,Yes,2.0,32,None,Yes,24.04,Yes,Fiber Optic,22.0,No,Yes,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,98.85,3089.6,769.28
4912,0,4453.4800000000005,Q3,Yes,6.0,32,None,Yes,48.49,Yes,Fiber Optic,63.0,Yes,No,No,No,Yes,No,No,Yes,Month-to-Month,No,Bank Withdrawal,89.6,2901.8,1551.68
4913,4,6791.67,Q3,No,0.0,59,Offer B,Yes,31.23,Yes,Fiber Optic,16.0,No,Yes,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,83.25,4949.1,1842.57
4914,3,2718.8,Q3,Yes,7.0,30,None,Yes,17.33,No,DSL,13.0,No,Yes,Yes,Yes,No,Yes,Yes,Yes,One Year,No,Bank Withdrawal,70.25,2198.9,519.9
4915,2,1720.9900000000002,Q3,Yes,1.0,27,None,Yes,35.52,Yes,None,0.0,No,No,No,No,No,No,No,No,Two Year,No,Bank Withdrawal,24.5,761.95,959.0400000000001
4916,2,436.31,Q3,No,0.0,9,None,Yes,27.34,No,None,0.0,No,No,No,No,No,No,No,No,One Year,No,Credit Card,20.1,190.25,246.06
4917,1,6533.2,Q3,Yes,7.5,68,None,Yes,20.15,Yes,DSL,16.0,Yes,Yes,Yes,No,Yes,No,No,Yes,One Year,Yes,Credit Card,73.0,5163.0,1370.1999999999998
4918,1,6755.68,Q3,Yes,7.5,69,None,Yes,39.07,Yes,DSL,19.0,Yes,No,No,Yes,No,No,No,Yes,Two Year,No,Credit Card,61.4,4059.85,2695.83
4919,0,3261.54,Q3,No,0.0,26,None,Yes,37.69,Yes,Fiber Optic,30.0,No,No,Yes,Yes,No,No,No,Yes,Month-to-Month,Yes,Credit Card,84.3,2281.6,979.9399999999999
4920,2,3301.8100000000004,Q3,Yes,7.5,69,Offer A,Yes,28.19,No,None,0.0,No,No,No,No,No,No,No,No,Two Year,No,Bank Withdrawal,19.9,1356.7,1945.1100000000001
4921,2,779.25,Q3,No,0.0,11,Offer D,Yes,49.8,No,None,0.0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,20.4,231.45,547.8
4922,3,75.41,Q3,No,0.0,1,None,Yes,24.66,Yes,DSL,26.0,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card,50.75,50.75,24.66
4923,2,618.3000000000001,Q3,No,0.0,10,Offer D,Yes,37.59,No,None,0.0,No,No,No,No,No,No,No,No,One Year,No,Credit Card,20.45,242.4,375.90000000000003
4924,1,5153.05,Q3,Yes,7.0,55,Offer B,Yes,16.16,Yes,DSL,29.0,Yes,Yes,No,Yes,No,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,75.75,4264.25,888.8
4925,3,4313.67,Q3,No,0.0,44,Offer B,Yes,34.98,No,Cable,2.0,Yes,No,No,Yes,Yes,No,No,Yes,One Year,No,Bank Withdrawal,65.4,2774.55,1539.12
4926,1,7478.5,Q3,Yes,4.0,69,Offer A,Yes,49.4,No,DSL,12.0,Yes,Yes,Yes,No,No,No,No,Yes,Two Year,Yes,Bank Withdrawal,59.75,4069.9,2871.9325
4927,3,1615.44,Q3,No,0.0,29,Offer C,Yes,10.06,No,DSL,25.0,No,No,Yes,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,48.95,1323.7,291.74
4928,4,6191.88,Q3,No,0.0,57,Offer B,Yes,12.19,Yes,Fiber Optic,16.0,Yes,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,99.65,5497.05,694.8299999999999
4929,2,1665.6200000000001,Q3,No,0.0,28,Offer C,Yes,40.39,No,None,0.0,No,No,No,No,No,No,No,No,One Year,No,Credit Card,18.25,534.7,1130.92
4930,3,3805.77,Q3,No,0.0,42,Offer B,Yes,32.16,No,DSL,8.0,Yes,No,Yes,No,No,No,No,Yes,Month-to-Month,No,Credit Card,54.55,2455.05,1350.7199999999998
4931,3,947.4,Q3,No,0.0,23,None,No,0.0,No,DSL,19.0,Yes,Yes,No,Yes,No,No,No,Yes,One Year,No,Bank Withdrawal,40.65,947.4,0.0
4932,2,619.8,Q3,Yes,7.5,18,None,Yes,14.6,No,None,0.0,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,20.45,357.0,262.8
4933,2,2498.01,Q3,Yes,1.0,62,None,Yes,16.48,Yes,None,0.0,No,No,No,No,No,No,No,No,One Year,No,Bank Withdrawal,24.8,1476.25,1021.76
4934,1,8403.59,Q3,No,0.0,67,Offer A,Yes,37.32,Yes,DSL,59.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,88.8,5903.15,2500.44
4935,2,3289.81,Q3,No,0.0,62,None,Yes,33.68,No,None,0.0,No,No,No,No,No,No,No,No,Two Year,Yes,Credit Card,20.05,1201.65,2088.16
4936,0,179.03,Q3,No,0.0,2,None,Yes,11.19,No,Fiber Optic,14.0,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,69.8,146.65,22.38
4937,1,2518.86,Q3,Yes,7.5,23,None,Yes,33.02,Yes,DSL,12.0,Yes,No,Yes,Yes,Yes,No,No,Yes,Two Year,Yes,Bank Withdrawal,77.15,1759.4,759.46
4938,3,844.45,Q3,No,0.0,25,Offer C,No,0.0,No,Cable,63.0,Yes,No,No,Yes,No,No,No,Yes,Two Year,No,Bank Withdrawal,35.05,844.45,0.0
4939,0,178.51000000000002,Q3,Yes,7.5,2,None,Yes,22.23,Yes,Fiber Optic,13.0,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,84.05,134.05,44.46
4940,2,183.10999999999999,Q3,No,0.0,8,None,Yes,5.27,No,None,0.0,No,No,No,No,No,No,No,No,One Year,Yes,Bank Withdrawal,20.2,140.95,42.16
4941,3,1701.65,Q3,No,0.0,35,Offer C,No,0.0,No,DSL,26.0,No,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,49.2,1701.65,0.0
4942,2,1728.5700000000002,Q3,No,0.0,24,Offer C,Yes,47.33,Yes,None,0.0,No,No,No,No,No,No,No,No,One Year,No,Bank Withdrawal,24.6,592.65,1135.92
4943,0,193.81,Q3,Yes,5.0,2,None,Yes,29.03,No,Fiber Optic,10.0,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,71.65,135.75,58.06
4944,1,10052.49,Q3,Yes,6.0,72,Offer A,Yes,32.22,Yes,Fiber Optic,25.0,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Two Year,Yes,Credit Card,104.9,7732.65,2319.84
4945,4,5787.099999999999,Q3,No,0.0,41,None,Yes,36.7,Yes,Fiber Optic,59.0,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,106.5,4282.4,1504.7
4946,0,3048.48,Q3,No,0.0,26,Offer C,Yes,39.63,No,Fiber Optic,29.0,No,Yes,No,No,No,No,No,Yes,One Year,No,Bank Withdrawal,75.5,2018.1,1030.38
4947,3,365.65,Q3,Yes,7.5,4,None,Yes,35.2,Yes,DSL,52.0,No,Yes,No,Yes,No,No,No,Yes,Month-to-Month,Yes,Credit Card,58.5,224.85,140.8
4948,1,3943.82,Q3,No,0.0,48,None,Yes,3.59,No,DSL,10.0,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Credit Card,78.9,3771.5,172.32
4949,4,6848.25,Q3,Yes,6.0,60,None,Yes,4.59,Yes,Fiber Optic,9.0,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,109.45,6572.85,275.4
4950,3,3851.25,Q3,No,0.0,55,None,Yes,12.28,No,DSL,48.0,Yes,No,Yes,Yes,No,No,No,Yes,Two Year,Yes,Bank Withdrawal,59.2,3175.85,675.4
4951,3,29.15,Q3,No,0.0,1,None,No,0.0,No,DSL,22.0,No,No,No,Yes,No,No,No,Yes,Month-to-Month,No,Credit Card,29.15,29.15,0.0
4952,2,31.15,Q3,No,0.0,1,None,Yes,11.1,No,None,0.0,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,20.05,20.05,11.1
4953,1,4222.67,Q3,No,0.0,42,None,Yes,34.76,No,Cable,20.0,No,No,Yes,Yes,No,Yes,Yes,Yes,Two Year,No,Credit Card,66.5,2762.75,1459.9199999999998
4954,3,60.379999999999995,Q3,No,0.0,1,None,Yes,10.83,No,DSL,15.0,Yes,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,49.55,49.55,10.83
4955,0,324.52,Q3,No,0.0,3,None,Yes,27.34,No,Fiber Optic,63.0,No,No,Yes,No,No,No,No,No,Month-to-Month,Yes,Credit Card,73.6,232.5,82.02
4956,1,7163.51,Q3,Yes,7.0,72,Offer A,Yes,17.28,Yes,DSL,11.0,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,82.65,5919.35,1244.16
4957,3,925.5,Q3,No,0.0,15,None,Yes,11.75,Yes,DSL,28.0,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,49.0,749.25,176.25
4958,2,265.72,Q3,No,0.0,11,None,Yes,1.87,Yes,None,0.0,No,No,No,No,No,No,No,No,One Year,No,Bank Withdrawal,25.2,245.15,20.57
4959,2,161.8,Q3,No,0.0,5,None,Yes,5.41,Yes,None,0.0,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,25.45,134.75,27.05
4960,1,11094.447500000002,Q3,Yes,6.0,72,Offer A,Yes,46.16,Yes,Fiber Optic,14.0,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,110.9,8240.85,2871.9325
4961,0,5556.15,Q3,Yes,3.0,55,None,Yes,23.45,Yes,Fiber Optic,53.0,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,77.75,4266.4,1289.75
4962,2,3046.3,Q3,Yes,5.0,40,None,Yes,49.22,Yes,None,0.0,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,26.2,1077.5,1968.8
4963,2,3672.62,Q3,Yes,6.0,57,None,Yes,44.86,No,None,0.0,No,No,No,No,No,No,No,No,Two Year,No,Bank Withdrawal,19.9,1115.6,2557.02
4964,3,2577.77,Q3,Yes,7.5,43,None,Yes,4.34,No,DSL,23.0,No,No,No,No,Yes,No,No,Yes,One Year,Yes,Credit Card,56.35,2391.15,186.62
4965,2,1010.82,Q3,Yes,1.0,47,None,Yes,2.56,No,None,0.0,No,No,No,No,No,No,No,No,Two Year,No,Bank Withdrawal,19.3,890.5,120.32000000000001
4966,3,226.47,Q3,No,0.0,3,None,Yes,29.74,Yes,DSL,59.0,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,50.4,137.25,89.22
4967,3,5683.450000000001,Q3,Yes,5.0,55,None,Yes,46.61,No,DSL,30.0,No,No,Yes,Yes,No,No,No,Yes,Two Year,Yes,Credit Card,55.25,3119.9,2563.55
4968,2,1965.5800000000002,Q3,No,0.0,29,Offer C,Yes,49.52,No,None,0.0,No,No,No,No,No,No,No,No,One Year,No,Credit Card,19.1,529.5,1436.0800000000002
4969,0,1180.75,Q3,No,0.0,12,None,Yes,17.85,Yes,Fiber Optic,19.0,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,84.05,966.55,214.20000000000002
4970,4,9724.03,Q3,Yes,6.0,66,Offer A,Yes,42.23,Yes,Fiber Optic,30.0,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,105.2,6936.85,2787.18
4971,0,2611.02,Q3,Yes,7.0,27,Offer C,Yes,25.26,Yes,Fiber Optic,23.0,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,75.75,1929.0,682.0200000000001
4972,4,7879.599999999999,Q3,No,0.0,58,None,Yes,35.55,No,Fiber Optic,63.0,No,No,No,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,95.3,5817.7,2061.8999999999996
4973,2,545.46,Q3,No,0.0,9,None,Yes,40.74,No,None,0.0,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,19.85,178.8,366.66
